"activity" "measurement" "avg"
"SITTING" "fBodyAccJerk-meanFreq()-Y" -0.0583108773539561
"SITTING" "fBodyAccJerk-meanFreq()-Z" 0.00299622469976759
"SITTING" "fBodyAccJerk-std()-X" -0.98618495368036
"SITTING" "fBodyAccJerk-std()-Y" -0.975750855391109
"SITTING" "fBodyAccJerk-std()-Z" -0.983670821046708
"SITTING" "fBodyAccMag-mean()" -0.952410413225098
"SITTING" "fBodyAccMag-meanFreq()" 0.114105393420517
"SITTING" "fBodyAccMag-std()" -0.942000150701182
"SITTING" "fBodyBodyAccJerkMag-mean()" -0.978684370388295
"SITTING" "fBodyBodyAccJerkMag-meanFreq()" 0.281460817910214
"SITTING" "fBodyBodyAccJerkMag-std()" -0.978154770658413
"SITTING" "fBodyBodyGyroJerkMag-mean()" -0.985335632976927
"SITTING" "fBodyBodyGyroJerkMag-meanFreq()" 0.177738590515189
"SITTING" "fBodyBodyGyroJerkMag-std()" -0.984491355740011
"SITTING" "fBodyBodyGyroMag-mean()" -0.964296113911086
"SITTING" "fBodyBodyGyroMag-meanFreq()" -0.076439552620045
"SITTING" "fBodyBodyGyroMag-std()" -0.951641735873945
"SITTING" "fBodyGyro-mean()-X" -0.977267261395611
"SITTING" "fBodyGyro-mean()-Y" -0.972457592965672
"SITTING" "fBodyGyro-mean()-Z" -0.961028716797974
"SITTING" "fBodyGyro-meanFreq()-X" 0.0625911646973101
"SITTING" "fBodyGyro-meanFreq()-Y" -0.218028334561964
"SITTING" "fBodyGyro-meanFreq()-Z" -0.0126999936364434
"SITTING" "fBodyGyro-std()-X" -0.982333273978616
"SITTING" "fBodyGyro-std()-Y" -0.964033658897017
"SITTING" "fBodyGyro-std()-Z" -0.961030235486775
"SITTING" "tBodyAcc-mean()-X" 0.273059614418965
"SITTING" "tBodyAcc-mean()-Y" -0.0126895730832639
"SITTING" "tBodyAcc-mean()-Z" -0.105517003220878
"SITTING" "tBodyAcc-std()-X" -0.983446221750141
"SITTING" "tBodyAcc-std()-Y" -0.934880562895515
"SITTING" "tBodyAcc-std()-Z" -0.938981580616207
"SITTING" "tBodyAccJerk-mean()-X" 0.0758788492274395
"SITTING" "tBodyAccJerk-mean()-Y" 0.00504690529678683
"SITTING" "tBodyAccJerk-mean()-Z" -0.0024866605775919
"SITTING" "tBodyAccJerk-std()-X" -0.984997226336522
"SITTING" "tBodyAccJerk-std()-Y" -0.973883160517726
"SITTING" "tBodyAccJerk-std()-Z" -0.982296486972425
"SITTING" "tBodyAccJerkMag-mean()" -0.98244444337085
"SITTING" "tBodyAccJerkMag-std()" -0.978907079240293
"SITTING" "tBodyAccMag-mean()" -0.95464392144063
"SITTING" "tBodyAccMag-std()" -0.939324188353517
"SITTING" "tBodyGyro-mean()-X" -0.0384313168439482
"SITTING" "tBodyGyro-mean()-Y" -0.0721208098964153
"SITTING" "tBodyGyro-mean()-Z" 0.0777771461510523
"SITTING" "tBodyGyro-std()-X" -0.981022213218908
"SITTING" "tBodyGyro-std()-Y" -0.966708127310073
"SITTING" "tBodyGyro-std()-Z" -0.958007496724817
"SITTING" "tBodyGyroJerk-mean()-X" -0.0956521058184581
"SITTING" "tBodyGyroJerk-mean()-Y" -0.040779780524009
"SITTING" "tBodyGyroJerk-mean()-Z" -0.0507555280236061
"SITTING" "tBodyGyroJerk-std()-X" -0.985705127658976
"SITTING" "tBodyGyroJerk-std()-Y" -0.986502338745076
"SITTING" "tBodyGyroJerk-std()-Z" -0.983805514068655
"SITTING" "tBodyGyroJerkMag-mean()" -0.987880071435003
"SITTING" "tBodyGyroJerkMag-std()" -0.98460762855937
"SITTING" "tBodyGyroMag-mean()" -0.946724138930782
"SITTING" "tBodyGyroMag-std()" -0.951199015615082
"SITTING" "tGravityAcc-mean()-X" 0.879731193472144
"SITTING" "tGravityAcc-mean()-Y" 0.108713540331707
"SITTING" "tGravityAcc-mean()-Z" 0.153774088505577
"SITTING" "tGravityAcc-std()-X" -0.979682230393922
"SITTING" "tGravityAcc-std()-Y" -0.957672740350591
"SITTING" "tGravityAcc-std()-Z" -0.947357438593134
"SITTING" "tGravityAccMag-mean()" -0.95464392144063
"SITTING" "tGravityAccMag-std()" -0.939324188353517
"STANDING" "angle(tBodyAccJerkMean),gravityMean)" 0.0103969442658132
"STANDING" "angle(tBodyAccMean,gravity)" 0.0069907141310703
"STANDING" "angle(tBodyGyroJerkMean,gravityMean)" 0.0159570353501574
"STANDING" "angle(tBodyGyroMean,gravityMean)" 0.00461412323196747
"STANDING" "angle(X,gravityMean)" -0.774142758142707
"STANDING" "angle(Y,gravityMean)" 0.209818426816789
"STANDING" "angle(Z,gravityMean)" 0.0317429093558841
"STANDING" "fBodyAcc-mean()-X" -0.98162230498426
"STANDING" "fBodyAcc-mean()-Y" -0.943132376852046
"STANDING" "fBodyAcc-mean()-Z" -0.957359650828961
"STANDING" "fBodyAcc-meanFreq()-X" 0.0155958491724008
"STANDING" "fBodyAcc-meanFreq()-Y" -0.0332741191101417
"STANDING" "fBodyAcc-meanFreq()-Z" 0.0524670025367366
"STANDING" "fBodyAcc-std()-X" -0.985859786930745
"STANDING" "fBodyAcc-std()-Y" -0.931132967334732
"STANDING" "fBodyAcc-std()-Z" -0.935439598488982
"STANDING" "fBodyAccJerk-mean()-X" -0.980008693961175
"STANDING" "fBodyAccJerk-mean()-Y" -0.96454742224554
"STANDING" "fBodyAccJerk-mean()-Z" -0.976157838746065
"STANDING" "fBodyAccJerk-meanFreq()-X" 0.202899961364448
"STANDING" "fBodyAccJerk-meanFreq()-Y" -0.131892581837775
"STANDING" "fBodyAccJerk-meanFreq()-Z" 0.00670022889249738
"STANDING" "fBodyAccJerk-std()-X" -0.981826075755509
"STANDING" "fBodyAccJerk-std()-Y" -0.966831630482686
"STANDING" "fBodyAccJerk-std()-Z" -0.981509250650577
"STANDING" "fBodyAccMag-mean()" -0.955868098520462
"STANDING" "fBodyAccMag-meanFreq()" 0.0484947368601238
"STANDING" "fBodyAccMag-std()" -0.949601613473977
"STANDING" "fBodyBodyAccJerkMag-mean()" -0.971090423866737
"STANDING" "fBodyBodyAccJerkMag-meanFreq()" 0.251268415000934
"STANDING" "fBodyBodyAccJerkMag-std()" -0.970947966726128
"STANDING" "fBodyBodyGyroJerkMag-mean()" -0.974885979685205
"STANDING" "fBodyBodyGyroJerkMag-meanFreq()" 0.0848650395195068
"STANDING" "fBodyBodyGyroJerkMag-std()" -0.973461064197272
"STANDING" "fBodyBodyGyroMag-mean()" -0.94790849906086
"STANDING" "fBodyBodyGyroMag-meanFreq()" -0.183705132389758
"STANDING" "fBodyBodyGyroMag-std()" -0.93063670339979
"STANDING" "fBodyGyro-mean()-X" -0.943654258352571
"STANDING" "fBodyGyro-mean()-Y" -0.965302753756558
"STANDING" "fBodyGyro-mean()-Z" -0.958384988536201
"STANDING" "fBodyGyro-meanFreq()-X" -0.227494715950519
"STANDING" "fBodyGyro-meanFreq()-Y" -0.216012369878284
"STANDING" "fBodyGyro-meanFreq()-Z" -0.0914293859460278
"STANDING" "fBodyGyro-std()-X" -0.946971557429171
"STANDING" "fBodyGyro-std()-Y" -0.959498600608604
"STANDING" "fBodyGyro-std()-Z" -0.960689223903463
"STANDING" "tBodyAcc-mean()-X" 0.279153494050367
"STANDING" "tBodyAcc-mean()-Y" -0.016151886473745
"STANDING" "tBodyAcc-mean()-Z" -0.106586908690788
"STANDING" "tBodyAcc-std()-X" -0.98443471156873
"STANDING" "tBodyAcc-std()-Y" -0.932508714024134
"STANDING" "tBodyAcc-std()-Z" -0.939913504673138
"STANDING" "tBodyAccJerk-mean()-X" 0.0750279173525708
"STANDING" "tBodyAccJerk-mean()-Y" 0.00880525863452886
"STANDING" "tBodyAccJerk-mean()-Z" -0.00458206132902833
"STANDING" "tBodyAccJerk-std()-X" -0.97996855569255
"STANDING" "tBodyAccJerk-std()-Y" -0.964342752203568
"STANDING" "tBodyAccJerk-std()-Z" -0.979485931469045
"STANDING" "tBodyAccJerkMag-mean()" -0.97711802452256
"STANDING" "tBodyAccJerkMag-std()" -0.971452977271773
"STANDING" "tBodyAccMag-mean()" -0.954179661789087
"STANDING" "tBodyAccMag-std()" -0.946534779481637
"STANDING" "tBodyGyro-mean()-X" -0.0266871408413746
"STANDING" "tBodyGyro-mean()-Y" -0.0677118654705719
"STANDING" "tBodyGyro-mean()-Z" 0.0801422394994229
"STANDING" "tBodyGyro-std()-X" -0.94552836296957
"STANDING" "tBodyGyro-std()-Y" -0.961293278672613
"STANDING" "tBodyGyro-std()-Z" -0.957053051274921
"STANDING" "tBodyGyroJerk-mean()-X" -0.0997292806919727
"STANDING" "tBodyGyroJerk-mean()-Y" -0.0423171100101784
"STANDING" "tBodyGyroJerk-mean()-Z" -0.052095548445404
"STANDING" "tBodyGyroJerk-std()-X" -0.966957942859391
"STANDING" "tBodyGyroJerk-std()-Y" -0.980263299260231
"STANDING" "tBodyGyroJerk-std()-Z" -0.977067117235047
"STANDING" "tBodyGyroJerkMag-mean()" -0.978697092402938
"STANDING" "tBodyGyroJerkMag-std()" -0.973528580524659
"STANDING" "tBodyGyroMag-mean()" -0.942152523158447
"STANDING" "tBodyGyroMag-std()" -0.929531182355719
"STANDING" "tGravityAcc-mean()-X" 0.941479635262329
"STANDING" "tGravityAcc-mean()-Y" -0.18424651390288
"STANDING" "tGravityAcc-mean()-Z" -0.0140519613122015
"STANDING" "tGravityAcc-std()-X" -0.988015176652676
"STANDING" "tGravityAcc-std()-Y" -0.969351769994753
"STANDING" "tGravityAcc-std()-Z" -0.953082525826338
"STANDING" "tGravityAccMag-mean()" -0.954179661789087
"STANDING" "tGravityAccMag-std()" -0.946534779481637
"WALKING" "angle(tBodyAccJerkMean),gravityMean)" -0.00701054878880372
"WALKING" "angle(tBodyAccMean,gravity)" 0.0149182634216028
"WALKING" "angle(tBodyGyroJerkMean,gravityMean)" -0.0194431027653136
"WALKING" "angle(tBodyGyroMean,gravityMean)" 0.0113324287049361
"WALKING" "angle(X,gravityMean)" -0.761886223623693
"WALKING" "angle(Y,gravityMean)" 0.218599343426249
"WALKING" "angle(Z,gravityMean)" 0.0597706423540058
"WALKING" "fBodyAcc-mean()-X" -0.297890931822619
"WALKING" "fBodyAcc-mean()-Y" -0.0423392245272938
"WALKING" "fBodyAcc-mean()-Z" -0.341840674953966
"WALKING" "fBodyAcc-meanFreq()-X" -0.28685827761899
"WALKING" "fBodyAcc-meanFreq()-Y" 0.0518636618040337
"WALKING" "fBodyAcc-meanFreq()-Z" 0.0749560748261487
"WALKING" "fBodyAcc-std()-X" -0.322835798362427
"WALKING" "fBodyAcc-std()-Y" -0.0772063416317422
"WALKING" "fBodyAcc-std()-Z" -0.296078309260848
"WALKING" "fBodyAccJerk-mean()-X" -0.31112743843018
"WALKING" "fBodyAccJerk-mean()-Y" -0.170395065771795
"WALKING" "fBodyAccJerk-mean()-Z" -0.451010514389593
"WALKING" "fBodyAccJerk-meanFreq()-X" -0.258388290587468
"WALKING" "fBodyAccJerk-meanFreq()-Y" -0.354659109992689
"WALKING" "fBodyAccJerk-meanFreq()-Z" -0.24068649680518
"WALKING" "fBodyAccJerk-std()-X" -0.287897688500499
"WALKING" "fBodyAccJerk-std()-Y" -0.0908699078702335
"WALKING" "fBodyAccJerk-std()-Z" -0.506329080412654
"WALKING" "fBodyAccMag-mean()" -0.275558097404657
"WALKING" "fBodyAccMag-meanFreq()" 0.184417205519328
"WALKING" "fBodyAccMag-std()" -0.480002278144599
"WALKING" "fBodyBodyAccJerkMag-mean()" -0.214653971925401
"WALKING" "fBodyBodyAccJerkMag-meanFreq()" 0.0773140386701899
"WALKING" "fBodyBodyAccJerkMag-std()" -0.221617770280105
"WALKING" "fBodyBodyGyroJerkMag-mean()" -0.515516844208937
"WALKING" "fBodyBodyGyroJerkMag-meanFreq()" 0.130805801208583
"WALKING" "fBodyBodyGyroJerkMag-std()" -0.514404823691173
"WALKING" "fBodyBodyGyroMag-mean()" -0.409173038476359
"WALKING" "fBodyBodyGyroMag-meanFreq()" 0.163203814253339
"WALKING" "fBodyBodyGyroMag-std()" -0.47383309359518
"WALKING" "fBodyGyro-mean()-X" -0.348237370890012
"WALKING" "fBodyGyro-mean()-Y" -0.388384886139303
"WALKING" "fBodyGyro-mean()-Z" -0.310406242610407
"WALKING" "fBodyGyro-meanFreq()-X" -0.0677418230563182
"WALKING" "fBodyGyro-meanFreq()-Y" -0.0984530711444367
"WALKING" "fBodyGyro-meanFreq()-Z" -0.0721787297258188
"WALKING" "fBodyGyro-std()-X" -0.510431986710081
"WALKING" "fBodyGyro-std()-Y" -0.331961524686347
"WALKING" "fBodyGyro-std()-Z" -0.410569112536585
"WALKING" "tBodyAcc-mean()-X" 0.276336875325203
"WALKING" "tBodyAcc-mean()-Y" -0.0179068331339779
"WALKING" "tBodyAcc-mean()-Z" -0.108881687638618
"WALKING" "tBodyAcc-std()-X" -0.314644454310285
"WALKING" "tBodyAcc-std()-Y" -0.0235829464260859
"WALKING" "tBodyAcc-std()-Z" -0.2739207990668
"WALKING" "tBodyAccJerk-mean()-X" 0.0767187377408595
"WALKING" "tBodyAccJerk-mean()-Y" 0.0115061924659823
"WALKING" "tBodyAccJerk-mean()-Z" -0.00231938614930952
"WALKING" "tBodyAccJerk-std()-X" -0.267288163330981
"WALKING" "tBodyAccJerk-std()-Y" -0.103141139217389
"WALKING" "tBodyAccJerk-std()-Z" -0.479147120981986
"WALKING" "tBodyAccJerkMag-mean()" -0.241451989838379
"WALKING" "tBodyAccJerkMag-std()" -0.214555894362491
"WALKING" "tBodyAccMag-mean()" -0.167937853979757
"WALKING" "tBodyAccMag-std()" -0.33775398556687
"WALKING" "tBodyGyro-mean()-X" -0.0347275766522822
"WALKING" "tBodyGyro-mean()-Y" -0.0694200436104837
"WALKING" "tBodyGyro-mean()-Z" 0.0863626487285566
"WALKING" "tBodyGyro-std()-X" -0.469914839340418
"WALKING" "tBodyGyro-std()-Y" -0.347921806314175
"WALKING" "tBodyGyro-std()-Z" -0.338448612532172
"WALKING" "tBodyGyroJerk-mean()-X" -0.0943007119992102
"WALKING" "tBodyGyroJerk-mean()-Y" -0.0445701108594715
"WALKING" "tBodyGyroJerk-mean()-Z" -0.0540064674427816
"WALKING" "tBodyGyroJerk-std()-X" -0.37622140274036
"WALKING" "tBodyGyroJerk-std()-Y" -0.512619067859872
"WALKING" "tBodyGyroJerk-std()-Z" -0.447427245411672
"WALKING" "tBodyGyroJerkMag-mean()" -0.460511516745528
"WALKING" "tBodyGyroJerkMag-std()" -0.498841024689745
"WALKING" "tBodyGyroMag-mean()" -0.274866019270244
"WALKING" "tBodyGyroMag-std()" -0.382629015979094
"WALKING" "tGravityAcc-mean()-X" 0.93499157825784
"WALKING" "tGravityAcc-mean()-Y" -0.196713497359117
"WALKING" "tGravityAcc-mean()-Z" -0.0538251249015482
"WALKING" "tGravityAcc-std()-X" -0.977612074494773
"WALKING" "tGravityAcc-std()-Y" -0.966903875917538
"WALKING" "tGravityAcc-std()-Z" -0.954597565156794
"WALKING" "tGravityAccMag-mean()" -0.167937853979757
"WALKING" "tGravityAccMag-std()" -0.33775398556687
"WALKING_DOWNSTAIRS" "angle(tBodyAccJerkMean),gravityMean)" -0.0186645627655477
"WALKING_DOWNSTAIRS" "angle(tBodyAccMean,gravity)" -0.0396920106950996
"WALKING_DOWNSTAIRS" "angle(tBodyGyroJerkMean,gravityMean)" -0.076029477055761
"WALKING_DOWNSTAIRS" "angle(tBodyGyroMean,gravityMean)" 0.203588127303236
"WALKING_DOWNSTAIRS" "angle(X,gravityMean)" -0.780873119110953
"WALKING_DOWNSTAIRS" "angle(Y,gravityMean)" 0.20018859414111
"WALKING_DOWNSTAIRS" "angle(Z,gravityMean)" 0.0558659310482383
"WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" 0.035259668648926
"WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" 0.0566826541965861
"WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.21372923278293
"WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.400019573396373
"WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" 0.000603134408748222
"WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" 0.0924263373459659
"WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" 0.121937984843535
"WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.0082336714233357
"WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.245872896782916
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.0722967761178656
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" -0.116380593184566
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" -0.333190280461238
"WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.314941325453129
"WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.386044309466579
"WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.23740280265473
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.0821905158144886
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.091416460479564
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.443554664639787
"WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" 0.142849426284481
"WALKING_DOWNSTAIRS" "fBodyAccMag-meanFreq()" 0.0250364653867319
"WALKING_DOWNSTAIRS" "fBodyAccMag-std()" -0.0754251669550853
"WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" 0.00476245916278094
"WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" 0.0200704059537717
"WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" -0.0422714225290824
"WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.438007290282333
"WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.0957588246085356
"WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.486442976081671
"WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" -0.289525832505356
"WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-meanFreq()" 0.0671727851545073
"WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-std()" -0.361230992213905
"WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.217922875601003
"WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" -0.317592694113158
"WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" -0.16562514453862
"WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-X" -0.170016349676807
"WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Y" -0.0440853930714011
"WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Z" -0.0187917610518457
"WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" -0.375127467913848
"WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" -0.36185368284522
"WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" -0.38040999928478
"WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.288137227760313
"WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0163119254923574
"WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.105761624860013
"WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" 0.100766330932127
"WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" 0.0595486228783642
"WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.190804507442162
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0892266917679481
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" 0.000746749097403983
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" -0.00872860399406828
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" -0.0338826468930654
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" -0.0736744063550434
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.388666069444772
"WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" -0.111801821250135
"WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" -0.011220665881458
"WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" 0.101249699851558
"WALKING_DOWNSTAIRS" "tBodyAccMag-std()" 0.116488914352198
"WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.0840345434632895
"WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0529928638977233
"WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0946781961059175
"WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.333817475057255
"WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.339631376954339
